"username","id","time","likes","retweets","text"
"Kris_HK","1260832940243574784","2020-05-14 07:22:52","1","0","@alvarokoke27 @cryptocom @bobbybaocrypto My DMs are open."
"Kris_HK","1260531734019334144","2020-05-13 11:25:59","0","85","RT @cryptocom: Fancy sending crypto by inputting a domain instead of a 40-character address?💰Get a blockchain domain at https://t.co/HBKf3R…"
"Kris_HK","1260494384686157825","2020-05-13 08:57:34","119","18","Full $ICX integration into https://t.co/pFc4Pz8PQj ecosystem and a listing event coming on the 26th of May. https://t.co/IgwyFiPCfy"
"Kris_HK","1260490513293234177","2020-05-13 08:42:11","117","21","The most important car ever made. https://t.co/bS4PUzJbTl"
"Kris_HK","1260460449428123653","2020-05-13 06:42:44","99","14","Many thanks to all 10,770 users who participated in our #Bitcoin Halving event 🔥🔥🔥 $CRO https://t.co/qTetn01Six"
"Kris_HK","1260151955155873793","2020-05-12 10:16:53","0","46","RT @JasonCISO: Honored to be one of the first awarded by #ISACA for their newly released data privacy certification. Please visit https://t…"
"Kris_HK","1260090942096199680","2020-05-12 06:14:26","143","31","Let’s go 🔥🔥🔥 #Bitcoin #BTC https://t.co/ud7ouFeGTH"
"Kris_HK","1259848435789856775","2020-05-11 14:10:48","0","298","RT @cryptocom: We have secured a $100M policy led by Arch Underwriting at Lloyd's Syndicate 2012, extending our insurance coverage to $360M…"
"Kris_HK","1259848313702166532","2020-05-11 14:10:19","143","27","https://t.co/pFc4Pz8PQj has secured an additional direct insurance coverage of $100m bringing the total to $360m. This direct coverage is an important stamp of approval very few companies in the industry have today and is a further confirmation of our commitment to security. https://t.co/FjiaBkONRo"
"Kris_HK","1259831523282268161","2020-05-11 13:03:36","54","9","Thanks for having me @CoinDesk — here’s to a fantastic event for all 10,000 participants! #ConsensusDistributed https://t.co/BOo9MrJf4R"
"Kris_HK","1259826090056380417","2020-05-11 12:42:00","0","99","RT @cryptocom: Join us live with our CEO @Kris_HK on CoinDesk TV at #ConsensusDistributed at 8:55am EST! @CoinDesk https://t.co/rulgoE84Kt"
"Kris_HK","1259753546548867072","2020-05-11 07:53:45","253","50","Let’s double it again before 2020 is done! 🚀 A million thanks (or two) to our incredible community supporting us, sometimes against the odds, from day 1. You guys rock! 🙏🙏🙏 https://t.co/boYaW2vX6W"
"Kris_HK","1259752896209367042","2020-05-11 07:51:10","71","8","@cryptocom Thanks for all the kind words guys — the credit belongs 100% to the amazing team at https://t.co/pFc4PzqqHR, who passionately work on improving the product for our users day in, day out. I feel really fortunate to be a small part of this incredible team."
"Kris_HK","1257179705171521536","2020-05-04 05:26:13","0","417","RT @ericnode: As we get closer to one of the most awaited technical events in the crypto space this year - #bitcoinhalving - I would like t…"
"Kris_HK","1256006899813638145","2020-04-30 23:45:55","106","9","There is one administrative matter that remains to be ticked off by our issuer before we begin delivering. Limited progress was made on that front this week, so it’s highly likely we ship the week of Bitcoin halving — that’s our best estimate as of today. (2/2)"
"Kris_HK","1256005418599346182","2020-04-30 23:40:01","281","58","Long weekend community update on the status of EU card shipping: we are now issuing daily and stocking up  the cards for immediate shipment once we receive green light from our issuer, essentially repeating what we’ve done in the UK. (1/2) https://t.co/Kf6lGDdbhz"
"Kris_HK","1256004380274200579","2020-04-30 23:35:54","7","4","@mariamoita 💪💪💪 https://t.co/1wLXWmsciu"
"Kris_HK","1255733902116700160","2020-04-30 05:41:07","207","62","This is your last chance to buy #bitcoin under $6,000 https://t.co/KMcCSSe8HZ"
"Kris_HK","1255443535744192515","2020-04-29 10:27:18","0","95","RT @cryptocom: Crypto Credit: $EOS and $XLM added with 50% LTV ratio! Details here: https://t.co/Z8lQkFptCn #EOS #EOSIO #XLM #stellar https…"
"Kris_HK","1255386910677229569","2020-04-29 06:42:18","153","20","Guess what’s coming next 🔥🔥🔥 https://t.co/szgrjbDlIY"
"Kris_HK","1255119233983213568","2020-04-28 12:58:39","6","0","@StayDashy @cryptocom @Dashpay We don’t have a date for Dash yet."
"Kris_HK","1255055837883596801","2020-04-28 08:46:44","0","10","RT @ericnode: Staying close to our communities 🏡🧑‍🤝‍🧑🚀\nJoin us on Telegram to learn more about https://t.co/bbHWVWkrFf in your local langua…"
"Kris_HK","1255054636278407173","2020-04-28 08:41:57","0","16","RT @coindcx: CoinDCX is listing CRO in the INR Market!\n\nDeposits will be live at 4:00 PM today.\n\n#TryCrypto\n\nhttps://t.co/fgp2x72cf0 https:…"
"Kris_HK","1255054447325007872","2020-04-28 08:41:12","161","23","$CRO arrives in India 🇮🇳 https://t.co/UJRp2PffBH"
"Kris_HK","1255049103056072706","2020-04-28 08:19:58","87","14","$VET live now on the Syndicate! 🔥🔥🔥 https://t.co/dB3mzhs1DA"
"Kris_HK","1254759889844334594","2020-04-27 13:10:44","0","223","RT @coindcx: CoinDCX is hosting an #AMA with @ericnode, COO, @cryptocom on @coindcx telegram at 17:00 IST, 28th April\n\nhttps://t.co/uSBSmcr…"
"Kris_HK","1253876610865917952","2020-04-25 02:40:54","1","0","@eyepatchneil DM me"
"Kris_HK","1253320040612368385","2020-04-23 13:49:17","17","2","@cryptouf @Adamseasypips @LewisLebentz @tv_almotion Direct &amp; free card topup with debit/credit coming soon, so you won’t have to worry about losing on spreads (which are tiny on BTC anyway)."
"Kris_HK","1253312019869995013","2020-04-23 13:17:25","2","0","@cryptouf @Adamseasypips @LewisLebentz @tv_almotion Currently needs two hops (TGBP-&gt;BTC-&gt;Card — we are working on removing the additional step."
"Kris_HK","1253126597902655488","2020-04-23 01:00:37","2","0","@Adamseasypips @cryptouf @LewisLebentz @tv_almotion Yes, buying TGBP works fine."
"Kris_HK","1252933484412170241","2020-04-22 12:13:15","3","0","@RahulJa64277895 SGD already available via Xfers."
"Kris_HK","1252933372176818178","2020-04-22 12:12:48","6","0","@Stormington77 In the works."
"Kris_HK","1252933326643490821","2020-04-22 12:12:38","13","0","@JegguP Tier."
"Kris_HK","1252933220137459712","2020-04-22 12:12:12","22","3","@tv_almotion Current timeline for GBP Faster Payments is June."
"Kris_HK","1252932160425582594","2020-04-22 12:08:00","162","33","USD fiat out is live now — withdraw funds to your bank account conveniently. Which fiat in/out option should we add next? https://t.co/L2rh6vvSsS"
"Kris_HK","1252887678481100803","2020-04-22 09:11:14","394","73","UPDATE: we are resuming UK card shipping today. Thank you for everyone’s patience 🙏 https://t.co/psWuXC3J4Y"
